evidence_id,run_id,run_date,source_output_file,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,source_file,source_grounding_status,raw_output_ref,notes,state_label,city_label,occupation_label,source_role_label,contract_label,attribute_label,attribute_definition,evidence_status_label,source_grounding_label,what_excerpt_shows
codify_20260709_tx_austin_nursehealth_2023_overtime_callback_holdover_mandatory_extra_work_2,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,overtime_callback_holdover_mandatory_extra_work,present,Uniformed Staff shall be paid for a minimum of two (2) hours of call-back pay...,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Overtime, callback, holdover, or mandatory extra work","Overtime, callback, holdover, mandatory overtime, court time, extra duty, standby/on-call, shift extension, or premium compensation for extra work demands.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Overtime, callback, holdover, or mandatory extra work because it describes overtime, callback, holdover, mandatory extra duty, or standby/on-call pay."
codify_20260709_tx_austin_nursehealth_2023_classification_reclassification_or_grade_structure_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,classification_reclassification_or_grade_structure,present,For Fiscal Year 2023-2024...the pay scale attached as Appendix A shall apply to all Uniformed Staff covered by this Agreement.,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Classification, reclassification, or wage-grade structure because it describes how wages are set through job classifications, grades, steps, or a compensation study -- an internal wage-structure mechanism, not a comparison to peer or external employers."
codify_20260709_tx_austin_nursehealth_2023_classification_reclassification_or_grade_structure_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,classification_reclassification_or_grade_structure,present,For Fiscal Year 2024-2025...the pay scale reflects a 4.0% increase to base wages...,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Classification, reclassification, or wage-grade structure because it describes how wages are set through job classifications, grades, steps, or a compensation study -- an internal wage-structure mechanism, not a comparison to peer or external employers."
codify_20260709_tx_austin_nursehealth_2023_training_certification_credential_premiums_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,training_certification_credential_premiums,present,"A Uniformed Staff member shall be entitled to Education pay, at only the highest qualifying rate, as follows:",,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Training, certification, credential, or education premiums","Wage premiums, stipends, incentives, requirements, or career ladders linked to training, certifications, degrees, licenses, credentials, or specialist qualifications.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Training, certification, credential, or education premiums because it describes a wage premium, stipend, or incentive tied to training, certification, a credential, or a specialist qualification."
codify_20260709_tx_austin_nursehealth_2023_training_certification_credential_premiums_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,training_certification_credential_premiums,present,Bachelor's Degree: $220 per month; Master's Degree: $300 per month.,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Training, certification, credential, or education premiums","Wage premiums, stipends, incentives, requirements, or career ladders linked to training, certifications, degrees, licenses, credentials, or specialist qualifications.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Training, certification, credential, or education premiums because it describes a wage premium, stipend, or incentive tied to training, certification, a credential, or a specialist qualification."
codify_20260709_tx_austin_nursehealth_2023_hazard_risk_stress_or_line_of_duty_rationale_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Hazard, risk, stress, or line-of-duty rationale","Explicit wage or benefit language tied to hazard, risk, injury, stress, line-of-duty harm, dangerous conditions, public-safety exposure, or physical/psychological burden.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_tx_austin_nursehealth_2023_premium_pay_differentials_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,premium_pay_differentials,present,Section 6. Shift Differential. Uniformed Staff assigned 12-hour shifts will receive shift differential pay in the amount of $100.00 per month whenever the majority of their assigned shift falls between 4:00 p.m. and 6:00 a.m.,Section 6. Shift Differential,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Premium pay / differentials,"Shift differentials, assignment differentials, specialty pay, longevity, night/weekend pay, holiday premiums, bilingual pay, paramedic pay, detail rates, or other add-ons beyond base wage.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Premium pay / differentials because it describes a shift differential, specialty pay, longevity pay, or another add-on beyond the base wage."
codify_20260709_tx_austin_nursehealth_2023_benefits_total_compensation_or_pension_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,benefits_total_compensation_or_pension,present,responsible for paying all costs of the program of counseling and/or rehabilitation which are not covered by the Uniformed Staff member's health insurance plan.,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Benefits, total compensation, or pension","Health insurance, pension, retirement, deferred compensation, paid leave, uniform allowance, equipment allowance, or non-wage benefits that affect compensation.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Benefits, total compensation, or pension because it describes health insurance, pension, retirement, paid leave, or another non-wage benefit that affects total compensation."
codify_20260709_tx_austin_nursehealth_2023_subcontracting_outsourcing_or_volunteer_substitution_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,subcontracting_outsourcing_or_volunteer_substitution,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027","Subcontracting, outsourcing, or substitution","Contracting out, outsourcing, privatization, volunteer substitution, non-unit labor replacement, civilianization, or restrictions on replacing bargaining-unit work.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_tx_austin_nursehealth_2023_management_rights_or_service_flexibility_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,management_rights_or_service_flexibility,present,"This Section shall not infringe upon any management rights as to whether, how, or when such a plan may be created, implemented, updated, or rescinded.",,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Management rights / service flexibility,"Management rights to assign, schedule, transfer, reorganize, determine staffing, set operations, change methods, deploy personnel, or maintain service flexibility.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Management rights / service flexibility because it describes management's right to assign, schedule, transfer, or otherwise direct staffing and operations."
codify_20260709_tx_austin_nursehealth_2023_no_strike_or_work_stoppage_constraint_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,no_strike_or_work_stoppage_constraint,present,the ASSOCIATION has pledged to support the service and mission of the Austin-Travis County EMS Department and to abide by the statutorily imposed no strike or work slowdown obligations placed upon it,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",No-strike / work-stoppage constraint,"No-strike, no-slowdown, no-lockout, essential-service continuity, or statutory work-stoppage constraints.",Evidence found,Verified in source text,"This excerpt was coded as evidence of No-strike / work-stoppage constraint because it describes a no-strike, no-slowdown, or no-lockout commitment, or another work-stoppage constraint."
codify_20260709_tx_austin_nursehealth_2023_civil_service_or_statutory_employment_channel_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,civil_service_or_statutory_employment_channel,present,"""Chapter 142"" means Chapter 142 of the Texas Local Government Code.",,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Civil-service or statutory employment channel because it references a civil-service provision, a meet-and-confer or collective-bargaining statute, or another statutory channel structuring bargaining or wage-setting."
codify_20260709_tx_austin_nursehealth_2023_civil_service_or_statutory_employment_channel_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,civil_service_or_statutory_employment_channel,present,"""Chapter 143"" means Chapter 143 of the Texas Local Government Code.

[...]

The ASSOCIATION recognizes i",,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Civil-service or statutory employment channel because it references a civil-service provision, a meet-and-confer or collective-bargaining statute, or another statutory channel structuring bargaining or wage-setting."
codify_20260709_tx_austin_nursehealth_2023_civil_service_or_statutory_employment_channel_2,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,civil_service_or_statutory_employment_channel,present,The ASSOCIATION recognizes its responsibility as the exclusive representative under the meet and confer statute,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Civil-service or statutory employment channel because it references a civil-service provision, a meet-and-confer or collective-bargaining statute, or another statutory channel structuring bargaining or wage-setting."
codify_20260709_tx_austin_nursehealth_2023_union_security_or_institutional_power_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,union_security_or_institutional_power,present,"The ASSOCIATION recognizes its responsibility as the exclusive representative under the meet and confer statute and agrees to fairly represent all Uniformed Staff in the Department covered by this Agreement.

[...]

This Section shall n",,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Union security / institutional power,"Union recognition, dues or agency checkoff, exclusive representation, release time, union access, bulletin boards, labor-management committees, bargaining rights, or institutional supports for union power.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Union security / institutional power because it describes union recognition, dues checkoff, exclusive representation, or another institutional support for union standing."
codify_20260709_tx_austin_nursehealth_2023_budget_capacity_or_fiscal_constraint_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,budget_capacity_or_fiscal_constraint,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Budget capacity / fiscal constraint,"Fiscal capacity, budget constraints, ability to pay, appropriations, tax limits, fiscal emergency, budgetary shortfall, or city financial condition used to shape wages.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_tx_austin_nursehealth_2023_non_safety_wage_restraint_or_admin_channel_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,non_safety_wage_restraint_or_admin_channel,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Non-safety wage restraint / administrative channel,"Evidence that non-safety wages are routed through administrative pay plans, classification systems, consultation rather than bargaining, weaker impasse pathways, delayed studies, pay-grade adjustments, or limited wage channels.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_tx_austin_nursehealth_2023_other_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_austin_nursehealth_2023,TX,Austin,nurse_health,non_safety_general,other,not_found,,,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_austin_nursehealth_2023/coded_passages.csv,,Texas,Austin,Health / EMS / nurse-health,General non-safety,"Austin Health / EMS / nurse-health — Austin EMS Association collective bargaining agreement, 2023–2027",Other wage-mechanism evidence,Relevant wage-mechanism evidence not captured by the other attributes. Use sparingly.,No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_oh_columbus_fire_2023_peer_comparator_wage_comparability_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,peer_comparator_wage_comparability,not_found,,,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026",Peer / comparator wage comparison,"Explicit use of peer cities, comparable communities, external labor markets, comparator jurisdictions, or comparable bargaining units to justify wage levels, increases, or schedules.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_oh_columbus_fire_2023_interest_arbitration_or_formal_impasse_backstop_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,interest_arbitration_or_formal_impasse_backstop,present,"Upon request by the City, the parties shall jointly request from the Federal Mediation and Conciliation Service (FMCS) a list of seven (7) arbitrators and the parties shall select a single arbitrator from the list by alternate striking of names to serve as the conciliator. A coin toss shall determine",,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026",Interest arbitration / formal impasse backstop,"Wage-setting or successor-contract settlement shaped by formal impasse institutions, such as interest arbitration, conciliation, factfinding, mediation-to-award processes, or bargaining in the shadow of formal impasse resolution. Excludes ordinary grievance arbitration.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Interest arbitration / formal impasse backstop because it describes a formal impasse-resolution process (such as interest arbitration, conciliation, or fact-finding) used to set or settle contract terms -- distinct from ordinary grievance arbitration."
codify_20260709_oh_columbus_fire_2023_grievance_or_contract_interpretation_arbitration_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,grievance_or_contract_interpretation_arbitration,present,"The Union may raise disputes as to compliance with this provision under Article 9, Grievance Procedure.",Article 9,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026",Grievance or contract-interpretation arbitration,"Arbitration used for grievances, discipline, contract interpretation, enforcement, or disputes under an existing agreement. Excludes interest arbitration over successor contract terms.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Grievance or contract-interpretation arbitration because it describes resolving disputes, discipline, or interpretation issues under an already-existing agreement -- not the process for setting new contract terms."
codify_20260709_oh_columbus_fire_2023_staffing_shortage_recruitment_retention_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,staffing_shortage_recruitment_retention,not_found,,,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026","Staffing shortage, recruitment, or retention","Explicit concern about vacancies, recruitment, retention, hiring, turnover, staffing shortages, labor supply, attrition, or inability to fill positions.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.
codify_20260709_oh_columbus_fire_2023_minimum_staffing_or_continuous_coverage_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,minimum_staffing_or_continuous_coverage,present,"twenty-four (24) hours per day operation and/or a continuous seven (7) day per week operation, is not subject to premium overtime rates. The words ""hours worked"" as used in this paragraph",,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026",Minimum staffing / continuous coverage,"Minimum staffing, required crew levels, continuous coverage, 24/7 service obligations, station coverage, mandatory coverage, or inability to defer service.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Minimum staffing / continuous coverage because it describes a minimum staffing level, required crew size, or continuous/24-7 coverage obligation."
codify_20260709_oh_columbus_fire_2023_overtime_callback_holdover_mandatory_extra_work_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,overtime_callback_holdover_mandatory_extra_work,present,"time worked as a result of changing shifts where there is a continuous twenty-four (24) hours per day operation and/or a continuous seven (7) day per week operation, is not subject to premium overtime rates. The words ""hours worked"" as used in this paragraph shall include all hours during which the employee is on paid status except those hours during which the employee is on authorized sick leave or injury ...",,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026","Overtime, callback, holdover, or mandatory extra work","Overtime, callback, holdover, mandatory overtime, court time, extra duty, standby/on-call, shift extension, or premium compensation for extra work demands.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Overtime, callback, holdover, or mandatory extra work because it describes overtime, callback, holdover, mandatory extra duty, or standby/on-call pay."
codify_20260709_oh_columbus_fire_2023_classification_reclassification_or_grade_structure_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,classification_reclassification_or_grade_structure,present,SECTION 12.5. TITLES USED AND PAY RANGES APPLIED TO CLASSES. ......................... 22,SECTION 12.5. TITLES USED AND PAY RANGES APPLIED TO CLASSES,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Classification, reclassification, or wage-grade structure because it describes how wages are set through job classifications, grades, steps, or a compensation study -- an internal wage-structure mechanism, not a comparison to peer or external employers."
codify_20260709_oh_columbus_fire_2023_classification_reclassification_or_grade_structure_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,oh_columbus_fire_2023,OH,Columbus,fire,fire,classification_reclassification_or_grade_structure,present,SECTION 12.7. STEP INCREASES AND SALARY ADJUSTMENTS.,SECTION 12.7. STEP INCREASES AND SALARY ADJUSTMENTS,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/oh_columbus_fire_2023/coded_passages.csv,,Ohio,Columbus,Fire,Fire,"Columbus Fire — Columbus Fire Fighters Union Local 67, IAFF collective bargaining agreement, 2023–2026","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Classification, reclassification, or wage-grade structure because it describes how wages are set through job classifications, grades, steps, or a compensation study -- an internal wage-structure mechanism, not a comparison to peer or external employers."
